UMAP_1,UMAP_2,class,image_pixels
17.447369,7.3887954,0,"[0.0, 0.0, 0.0, 14.0, 12.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 8.0, 14.0, 1.0, 0.0, 0.0, 0.0, 9.0, 11.0, 0.0, 13.0, 5.0, 0.0, 0.0, 2.0, 16.0, 8.0, 0.0, 8.0, 8.0, 0.0, 0.0, 5.0, 13.0, 0.0, 0.0, 8.0, 7.0, 0.0, 0.0, 6.0, 13.0, 0.0, 0.0, 11.0, 4.0, 0.0, 0.0, 0.0, 12.0, 10.0, 6.0, 14.0, 0.0, 0.0, 0.0, 0.0, 1.0, 11.0, 14.0, 7.0, 0.0, 0.0]"
-2.6634524,7.19473,8,"[0.0, 0.0, 0.0, 10.0, 13.0, 5.0, 0.0, 0.0, 0.0, 3.0, 14.0, 16.0, 12.0, 15.0, 0.0, 0.0, 0.0, 10.0, 16.0, 8.0, 11.0, 16.0, 0.0, 0.0, 0.0, 8.0, 14.0, 5.0, 14.0, 9.0, 0.0, 0.0, 0.0, 0.0, 7.0, 14.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 14.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 11.0, 0.0, 0.0]"
-1.6110321,4.015271,9,"[0.0, 0.0, 4.0, 11.0, 12.0, 14.0, 0.0, 0.0, 0.0, 0.0, 15.0, 12.0, 14.0, 16.0, 4.0, 0.0, 0.0, 0.0, 16.0, 9.0, 16.0, 13.0, 3.0, 0.0, 0.0, 0.0, 5.0, 12.0, 11.0, 12.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 7.0, 0.0, 0.0, 6.0, 13.0, 4.0, 0.0, 14.0, 4.0, 0.0, 0.0, 0.0, 7.0, 13.0, 16.0, 14.0, 1.0, 0.0]"
-3.6034257,7.8288426,8,"[0.0, 0.0, 2.0, 8.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 16.0, 2.0, 0.0, 0.0, 0.0, 6.0, 15.0, 11.0, 16.0, 4.0, 0.0, 0.0, 0.0, 5.0, 16.0, 10.0, 16.0, 1.0, 0.0, 0.0, 0.0, 2.0, 15.0, 16.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 12.0, 9.0, 3.0, 0.0, 0.0, 0.0, 4.0, 14.0, 0.0, 12.0, 14.0, 1.0, 0.0, 0.0, 1.0, 12.0, 10.0, 7.0, 0.0, 0.0]"
3.0388997,-5.8892694,1,"[0.0, 0.0, 10.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 11.0, 15.0, 6.0, 4.0, 1.0, 0.0, 0.0, 10.0, 16.0, 16.0, 16.0, 16.0, 10.0]"
8.515945,3.9210737,2,"[0.0, 1.0, 15.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 9.0, 16.0, 4.0, 0.0, 0.0, 0.0, 2.0, 12.0, 5.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 13.0, 4.0, 4.0, 3.0, 0.0, 0.0, 2.0, 13.0, 16.0, 16.0, 16.0, 16.0, 2.0]"
1.1734098,6.9884014,3,"[0.0, 0.0, 6.0, 13.0, 12.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 10.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 14.0, 1.0, 0.0, 0.0, 1.0, 7.0, 0.0, 0.0, 7.0, 11.0, 0.0, 0.0, 1.0, 16.0, 4.0, 0.0, 9.0, 11.0, 0.0, 0.0, 0.0, 5.0, 13.0, 12.0, 16.0, 3.0, 0.0]"
4.452148,16.961031,4,"[0.0, 0.0, 0.0, 4.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 15.0, 1.0, 11.0, 9.0, 0.0, 0.0, 3.0, 14.0, 8.0, 0.0, 14.0, 10.0, 0.0, 0.0, 10.0, 16.0, 12.0, 12.0, 16.0, 8.0, 0.0, 0.0, 13.0, 16.0, 14.0, 15.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 9.0, 0.0, 0.0]"
-3.3645742,1.7500843,5,"[0.0, 0.0, 14.0, 12.0, 12.0, 13.0, 3.0, 0.0, 0.0, 0.0, 16.0, 8.0, 8.0, 6.0, 1.0, 0.0, 0.0, 0.0, 14.0, 7.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 15.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 13.0, 3.0, 6.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 13.0, 0.0, 0.0, 0.0, 0.0, 5.0, 4.0, 8.0, 12.0, 1.0, 0.0, 0.0, 1.0, 15.0, 15.0, 11.0, 3.0, 0.0, 0.0]"
6.450985,-7.6500154,6,"[0.0, 0.0, 1.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.0, 13.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 11.0, 5.0, 10.0, 11.0, 1.0, 0.0, 0.0, 5.0, 16.0, 13.0, 6.0, 10.0, 8.0, 0.0, 0.0, 0.0, 10.0, 9.0, 0.0, 7.0, 11.0, 0.0, 0.0, 0.0, 1.0, 12.0, 16.0, 14.0, 2.0, 0.0]"
-2.1977458,15.868843,7,"[0.0, 0.0, 3.0, 14.0, 8.0, 6.0, 4.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 16.0, 15.0, 1.0, 0.0, 3.0, 16.0, 3.0, 2.0, 15.0, 6.0, 0.0, 0.0, 5.0, 8.0, 0.0, 9.0, 14.0, 0.0, 0.0, 0.0, 0.0, 7.0, 9.0, 15.0, 13.0, 4.0, 0.0, 0.0, 0.0, 10.0, 16.0, 16.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 13.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 2.0, 0.0, 0.0, 0.0]"
-2.6474197,8.017908,8,"[0.0, 0.0, 7.0, 15.0, 14.0, 6.0, 0.0, 0.0, 0.0, 5.0, 16.0, 5.0, 10.0, 16.0, 4.0, 0.0, 0.0, 6.0, 15.0, 2.0, 10.0, 14.0, 1.0, 0.0, 0.0, 1.0, 13.0, 16.0, 14.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 13.0, 15.0, 8.0, 0.0, 0.0, 0.0, 0.0, 15.0, 2.0, 3.0, 15.0, 6.0, 0.0, 0.0, 0.0, 15.0, 3.0, 8.0, 15.0, 6.0, 0.0, 0.0, 0.0, 6.0, 16.0, 11.0, 4.0, 0.0, 0.0]"
-0.94795305,3.4936614,9,"[0.0, 0.0, 7.0, 14.0, 9.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 5.0, 10.0, 7.0, 0.0, 0.0, 0.0, 0.0, 13.0, 2.0, 3.0, 13.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 10.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 14.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.0, 0.0, 14.0, 3.0, 0.0, 0.0, 5.0, 15.0, 16.0, 16.0, 12.0, 1.0]"
17.856653,7.9346776,0,"[0.0, 0.0, 3.0, 13.0, 13.0, 3.0, 0.0, 0.0, 0.0, 0.0, 14.0, 8.0, 7.0, 15.0, 1.0, 0.0, 0.0, 3.0, 16.0, 0.0, 0.0, 9.0, 6.0, 0.0, 0.0, 6.0, 13.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 4.0, 9.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 1.0, 13.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 0.0, 14.0, 7.0, 0.0, 11.0, 4.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 14.0, 0.0, 0.0]"
3.083197,-5.9332895,1,"[0.0, 0.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 16.0, 11.0, 8.0, 3.0, 0.0, 0.0, 12.0, 16.0, 16.0, 16.0, 16.0, 9.0]"
9.093944,3.245598,2,"[0.0, 4.0, 16.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 14.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 3.0, 6.0, 9.0, 0.0, 0.0, 3.0, 15.0, 15.0, 8.0, 13.0, 15.0, 0.0, 0.0, 4.0, 15.0, 16.0, 16.0, 16.0, 7.0, 0.0]"
0.88261706,7.16435,3,"[0.0, 0.0, 9.0, 16.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 3.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 15.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 2.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 13.0, 7.0, 0.0, 0.0, 6.0, 13.0, 1.0, 5.0, 16.0, 3.0, 0.0, 0.0, 0.0, 10.0, 16.0, 15.0, 5.0, 0.0, 0.0]"
4.254072,16.893156,4,"[0.0, 0.0, 0.0, 2.0, 14.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 3.0, 9.0, 12.0, 0.0, 0.0, 1.0, 14.0, 8.0, 0.0, 15.0, 13.0, 0.0, 0.0, 11.0, 16.0, 10.0, 8.0, 16.0, 10.0, 0.0, 3.0, 16.0, 16.0, 16.0, 16.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 7.0, 0.0, 0.0]"
-2.7775643,2.0869,5,"[0.0, 1.0, 12.0, 13.0, 13.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0, 6.0, 3.0, 0.0, 0.0, 0.0, 0.0, 7.0, 11.0, 8.0, 6.0, 1.0, 0.0, 0.0, 0.0, 5.0, 15.0, 12.0, 13.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 0.0, 0.0, 2.0, 10.0, 8.0, 7.0, 15.0, 3.0, 0.0, 0.0, 1.0, 13.0, 16.0, 12.0, 5.0, 0.0, 0.0]"
6.5219293,-7.7421064,6,"[0.0, 0.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 12.0, 4.0, 11.0, 9.0, 1.0, 0.0, 0.0, 4.0, 16.0, 15.0, 8.0, 12.0, 7.0, 0.0, 0.0, 2.0, 14.0, 10.0, 3.0, 13.0, 7.0, 0.0, 0.0, 0.0, 2.0, 13.0, 16.0, 8.0, 1.0, 0.0]"
-2.3778412,16.040659,7,"[0.0, 0.0, 6.0, 16.0, 16.0, 12.0, 3.0, 0.0, 0.0, 0.0, 13.0, 12.0, 10.0, 16.0, 2.0, 0.0, 0.0, 1.0, 16.0, 3.0, 10.0, 11.0, 0.0, 0.0, 0.0, 1.0, 7.0, 1.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 15.0, 4.0, 1.0, 0.0, 0.0, 0.0, 10.0, 16.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 2.0, 16.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 3.0, 0.0, 0.0, 0.0]"
-2.5696926,8.089104,8,"[0.0, 0.0, 7.0, 13.0, 11.0, 1.0, 0.0, 0.0, 0.0, 6.0, 14.0, 12.0, 14.0, 9.0, 0.0, 0.0, 0.0, 5.0, 14.0, 3.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 14.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 9.0, 9.0, 3.0, 15.0, 4.0, 0.0, 0.0, 0.0, 12.0, 5.0, 1.0, 11.0, 8.0, 0.0, 0.0, 0.0, 7.0, 16.0, 16.0, 9.0, 1.0, 0.0]"
-0.81128174,3.741495,9,"[0.0, 0.0, 7.0, 14.0, 10.0, 0.0, 0.0, 0.0, 0.0, 7.0, 15.0, 4.0, 9.0, 11.0, 0.0, 0.0, 0.0, 9.0, 13.0, 0.0, 7.0, 16.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 16.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 11.0, 5.0, 0.0, 7.0, 13.0, 0.0, 0.0, 0.0, 5.0, 13.0, 16.0, 14.0, 6.0, 0.0]"
17.844608,7.9506445,0,"[0.0, 0.0, 6.0, 14.0, 13.0, 3.0, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 7.0, 13.0, 0.0, 0.0, 0.0, 4.0, 13.0, 0.0, 0.0, 12.0, 3.0, 0.0, 0.0, 5.0, 11.0, 0.0, 0.0, 7.0, 6.0, 0.0, 0.0, 4.0, 11.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 2.0, 12.0, 0.0, 0.0, 6.0, 6.0, 0.0, 0.0, 0.0, 12.0, 8.0, 2.0, 14.0, 2.0, 0.0, 0.0, 0.0, 4.0, 15.0, 16.0, 9.0, 0.0, 0.0]"
3.0391133,-5.889306,1,"[0.0, 0.0, 11.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 13.0, 15.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 15.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 10.0, 16.0, 6.0, 3.0, 0.0, 0.0, 0.0, 7.0, 16.0, 16.0, 16.0, 16.0, 5.0]"
8.66052,4.0399556,2,"[0.0, 2.0, 13.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 12.0, 15.0, 9.0, 16.0, 2.0, 0.0, 0.0, 0.0, 10.0, 8.0, 1.0, 16.0, 6.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 9.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 16.0, 9.0, 8.0, 6.0, 0.0, 0.0, 1.0, 13.0, 16.0, 16.0, 16.0, 16.0, 3.0]"
0.6859787,7.1189423,3,"[0.0, 2.0, 13.0, 16.0, 15.0, 1.0, 0.0, 0.0, 0.0, 7.0, 13.0, 10.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 10.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 9.0, 0.0, 0.0, 2.0, 12.0, 6.0, 6.0, 16.0, 6.0, 0.0, 0.0, 1.0, 15.0, 16.0, 16.0, 9.0, 1.0, 0.0]"
4.613268,16.877937,4,"[0.0, 0.0, 0.0, 2.0, 15.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 15.0, 2.0, 5.0, 0.0, 0.0, 0.0, 5.0, 16.0, 6.0, 6.0, 16.0, 0.0, 0.0, 2.0, 16.0, 10.0, 4.0, 13.0, 13.0, 0.0, 0.0, 13.0, 16.0, 16.0, 16.0, 16.0, 10.0, 0.0, 0.0, 6.0, 4.0, 4.0, 11.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 7.0, 0.0, 0.0]"
-2.5373237,2.2591274,5,"[0.0, 0.0, 9.0, 12.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 12.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 16.0, 12.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 0.0, 12.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 9.0, 7.0, 4.0, 10.0, 11.0, 0.0, 0.0, 0.0, 9.0, 14.0, 16.0, 14.0, 5.0, 0.0]"
6.3005395,-7.5083017,6,"[0.0, 0.0, 3.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 10.0, 11.0, 16.0, 14.0, 1.0, 0.0, 0.0, 2.0, 16.0, 10.0, 4.0, 7.0, 10.0, 0.0, 0.0, 0.0, 15.0, 8.0, 2.0, 12.0, 8.0, 0.0, 0.0, 0.0, 3.0, 12.0, 16.0, 8.0, 0.0, 0.0]"
-2.174656,15.876456,7,"[0.0, 0.0, 3.0, 14.0, 13.0, 12.0, 14.0, 0.0, 0.0, 0.0, 11.0, 14.0, 12.0, 15.0, 9.0, 0.0, 0.0, 0.0, 16.0, 5.0, 3.0, 16.0, 2.0, 0.0, 0.0, 1.0, 9.0, 1.0, 10.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 14.0, 6.0, 0.0, 0.0, 0.0, 4.0, 16.0, 16.0, 11.0, 1.0, 0.0, 0.0, 0.0, 0.0, 15.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 0.0, 0.0, 0.0, 0.0]"
-2.6102686,8.113754,8,"[0.0, 0.0, 10.0, 14.0, 10.0, 1.0, 0.0, 0.0, 0.0, 4.0, 14.0, 6.0, 13.0, 7.0, 0.0, 0.0, 0.0, 6.0, 12.0, 0.0, 7.0, 7.0, 0.0, 0.0, 0.0, 1.0, 16.0, 10.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 13.0, 6.0, 6.0, 15.0, 5.0, 0.0, 0.0, 3.0, 15.0, 0.0, 4.0, 12.0, 7.0, 0.0, 0.0, 0.0, 12.0, 16.0, 15.0, 8.0, 0.0, 0.0]"
-0.8577956,3.5646005,9,"[0.0, 1.0, 10.0, 15.0, 15.0, 3.0, 0.0, 0.0, 0.0, 6.0, 13.0, 4.0, 10.0, 12.0, 0.0, 0.0, 0.0, 4.0, 11.0, 0.0, 7.0, 15.0, 0.0, 0.0, 0.0, 2.0, 14.0, 16.0, 16.0, 14.0, 2.0, 0.0, 0.0, 0.0, 1.0, 4.0, 3.0, 10.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 12.0, 0.0, 0.0, 0.0, 3.0, 3.0, 0.0, 2.0, 13.0, 0.0, 0.0, 0.0, 10.0, 16.0, 16.0, 16.0, 11.0, 0.0]"
17.789968,7.4962015,0,"[0.0, 0.0, 3.0, 15.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 8.0, 11.0, 5.0, 0.0, 0.0, 0.0, 3.0, 16.0, 3.0, 1.0, 14.0, 2.0, 0.0, 0.0, 5.0, 12.0, 0.0, 0.0, 12.0, 4.0, 0.0, 0.0, 2.0, 12.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0, 2.0, 14.0, 0.0, 0.0, 12.0, 5.0, 0.0, 0.0, 0.0, 12.0, 8.0, 5.0, 15.0, 0.0, 0.0, 0.0, 0.0, 1.0, 13.0, 14.0, 5.0, 0.0, 0.0]"
-1.535086,3.9888039,9,"[0.0, 0.0, 9.0, 15.0, 14.0, 8.0, 0.0, 0.0, 0.0, 6.0, 16.0, 4.0, 2.0, 16.0, 3.0, 0.0, 0.0, 5.0, 16.0, 5.0, 5.0, 16.0, 4.0, 0.0, 0.0, 0.0, 9.0, 16.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 0.0, 0.0, 2.0, 10.0, 2.0, 1.0, 12.0, 6.0, 0.0, 0.0, 1.0, 13.0, 14.0, 14.0, 11.0, 1.0, 0.0]"
-2.6261885,2.1576715,5,"[0.0, 1.0, 10.0, 12.0, 12.0, 11.0, 0.0, 0.0, 0.0, 7.0, 14.0, 8.0, 8.0, 6.0, 0.0, 0.0, 0.0, 7.0, 11.0, 7.0, 3.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 13.0, 13.0, 8.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 14.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 11.0, 3.0, 0.0, 10.0, 12.0, 0.0, 0.0, 0.0, 10.0, 16.0, 16.0, 14.0, 4.0, 0.0]"
-3.031732,1.9266722,5,"[0.0, 0.0, 10.0, 12.0, 12.0, 15.0, 4.0, 0.0, 0.0, 0.0, 16.0, 8.0, 8.0, 5.0, 3.0, 0.0, 0.0, 4.0, 15.0, 8.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 12.0, 14.0, 8.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 3.0, 0.0, 0.0, 0.0, 11.0, 4.0, 8.0, 15.0, 3.0, 0.0, 0.0, 0.0, 10.0, 16.0, 15.0, 5.0, 0.0, 0.0]"
6.698931,-7.383662,6,"[0.0, 0.0, 1.0, 11.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 15.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 15.0, 16.0, 14.0, 3.0, 0.0, 0.0, 2.0, 16.0, 11.0, 2.0, 7.0, 12.0, 0.0, 0.0, 0.0, 14.0, 11.0, 4.0, 9.0, 13.0, 0.0, 0.0, 0.0, 2.0, 11.0, 16.0, 15.0, 6.0, 0.0]"
-2.5697765,2.2258105,5,"[0.0, 3.0, 12.0, 12.0, 14.0, 4.0, 0.0, 0.0, 0.0, 1.0, 13.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 13.0, 12.0, 14.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 0.0, 6.0, 2.0, 0.0, 8.0, 8.0, 0.0, 0.0, 2.0, 13.0, 16.0, 16.0, 16.0, 2.0, 0.0]"
17.82354,8.044767,0,"[0.0, 0.0, 6.0, 14.0, 11.0, 1.0, 0.0, 0.0, 0.0, 0.0, 15.0, 5.0, 6.0, 15.0, 0.0, 0.0, 0.0, 4.0, 16.0, 0.0, 0.0, 9.0, 3.0, 0.0, 0.0, 8.0, 9.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 7.0, 8.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 9.0, 4.0, 0.0, 0.0, 1.0, 13.0, 2.0, 3.0, 14.0, 0.0, 0.0, 0.0, 0.0, 5.0, 14.0, 15.0, 4.0, 0.0, 0.0]"
-0.7658655,3.8521812,9,"[0.0, 0.0, 6.0, 14.0, 15.0, 7.0, 0.0, 0.0, 0.0, 3.0, 15.0, 6.0, 2.0, 14.0, 3.0, 0.0, 0.0, 4.0, 13.0, 0.0, 1.0, 16.0, 4.0, 0.0, 0.0, 0.0, 10.0, 11.0, 9.0, 16.0, 6.0, 0.0, 0.0, 0.0, 1.0, 8.0, 10.0, 14.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 11.0, 0.0, 0.0, 1.0, 12.0, 5.0, 0.0, 10.0, 11.0, 0.0, 0.0, 0.0, 7.0, 13.0, 16.0, 16.0, 4.0, 0.0]"
